q0.95
91.76991
173.85822
237.38843
91.27636
173.15219
236.42535
92.66125
175.09512
238.89032
94.59311
178.74971
244.07196
94.49702
178.48412
243.61218
93.48657
176.77428
241.36049
94.60234
178.75029
244.02563
94.55453
178.63086
243.77042
94.230515
178.19531
243.29092
94.97891
179.42624
244.96219
94.68887
179.0099
244.47682
93.78547
177.34666
241.94852
92.93161
175.9176
240.30942
93.24316
176.29236
240.82031
93.77465
176.88773
241.53128
92.41678
173.42456
236.44937
89.86192
168.00813
228.55992
90.721115
169.64409
230.86795
91.618675
171.6275
233.66042
93.24486
175.19354
238.90321
93.39912
175.03526
238.49821
92.55663
173.3117
235.94226
93.68768
174.74448
237.72874
95.61523
178.62569
243.43079
95.13465
177.00835
240.88092
95.884834
178.40814
242.96257
97.897514
183.3676
250.38391
99.02902
185.61441
253.66309
100.296875
187.84677
257.0368
100.58672
188.43077
257.98007
100.71044
188.63443
258.29233
100.61536
188.47696
258.05624
100.24079
187.7722
257.03812
100.63106
188.48569
258.09232
100.74254
188.69221
258.39368
100.75581
188.71774
258.43008
100.75827
188.72255
258.43677
100.76132
188.72816
258.44498
100.761856
188.72916
258.4464
100.76177
188.72897
258.44614
100.761734
188.72891
258.44604
100.76164
188.72876
258.44583
100.76091
188.72748
258.4439
100.75963
188.7251
258.44046
100.7575
188.72119
258.4347
100.75274
188.71207
258.42136
100.74575
188.69983
258.4033
100.73597
188.68211
258.37714
100.724075
188.65976
258.3444
100.70305
188.6224
258.28885
100.689865
188.60014
258.25577
100.68248
188.58865
258.23788
100.057205
187.32675
256.41443
100.28453
187.7844
257.0765
100.35692
187.92827
257.28445
100.407394
188.03004
257.4331
100.500565
188.21776
257.7074
100.65035
188.51321
258.13608
100.72681
188.66135
258.3493
100.748764
188.70357
258.40988
100.75364
188.71295
258.4233
100.75472
188.71503
258.4263
100.7526
188.71101
258.4205
100.75217
188.71025
258.41934
100.75269
188.71112
258.42065
100.74747
188.70113
258.40625
100.749954
188.7058
258.413
100.74484
188.69609
258.399
100.74368
188.69376
258.39566
100.73012
188.66817
258.35843
100.60669
188.43697
258.01846
100.35437
187.9458
257.28748
99.9325
187.07408
256.04968
100.21412
187.64287
256.87253
100.33586
187.88618
257.22336
100.38088
187.97667
257.3547
100.4527
188.12186
257.56726
100.59113
188.39722
257.96832
100.676575
188.56432
258.2097
100.74615
188.69872
258.40286
100.75574
188.71709
258.42923
100.75633
188.7182
258.43085
100.75552
188.71658
258.42853
100.75306
188.71187
258.42172
100.75309
188.71169
258.42154
100.75061
188.70697
258.4148
100.74968
188.70526
258.41226
100.74712
188.7006
258.4054
100.74629
188.69878
258.40283
100.424194
188.0929
257.5029
100.70889
188.62814
258.30005
100.42674
188.09535
257.5105
99.861885
186.93289
255.84584
100.168106
187.5503
256.7389
100.31893
187.85178
257.17355
100.3696
187.95367
257.32108
100.433235
188.08258
257.5098
100.55052
188.31717
257.85214
100.68288
188.57646
258.22723
100.73211
188.67178
258.36407
100.744446
188.69577
258.39835
100.755455
188.71654
258.42844
100.746605
188.69997
258.4043
100.75406
188.71379
258.42447
100.74471
188.69633
258.39908
100.75597
188.71744
258.42972
100.75
188.70587
258.41312
100.74971
188.70537
258.41245
100.74862
188.70325
258.40942
100.74802
188.70201
258.40778
100.743256
188.69286
258.39468
100.734375
188.67662
258.37167
99.76491
186.736
255.55873
100.08372
187.38185
256.49582
100.29287
187.8008
257.10034
100.361824
187.93826
257.29874
100.407036
188.0296
257.43222
100.5003
188.2173
257.70676
100.644104
188.50111
258.1186
100.72842
188.66458
258.35388
100.750565
188.70717
258.415
100.75651
188.71857
258.43134
100.75657
188.7186
258.4314
100.75591
188.7173
258.42957
100.756004
188.71747
258.4298
100.75465
188.71478
258.42596
100.750885
188.70749
258.4155
100.68259
188.58064
258.22964
100.50293
188.24237
257.7288
100.61417
188.45284
258.04135
100.31355
187.87332
257.17496
100.35219
187.95119
257.29248
99.69586
186.59291
255.35162
100.02416
187.25984
256.31915
100.26004
187.73465
257.00494
100.347046
187.90854
257.2557
100.39193
187.999
257.38736
100.467804
188.1521
257.61148
100.62219
188.45831
258.05673
100.717476
188.64352
258.32364
100.747406
188.70107
258.40625
100.75486
188.7154
258.4268
100.75527
188.71608
258.42783
100.754906
188.71533
258.42676
100.7549
188.7153
258.42673
100.754196
188.71396
258.42484
100.75324
188.71208
258.42215
100.75078
188.7073
258.4154
100.74766
188.70131
258.40686
100.74232
188.69107
258.39233
100.73045
188.66861
258.36047
100.70151
188.61366
258.28247
99.59658
186.39352
255.05954
99.87193
186.95218
255.87328
100.17603
187.5662
256.76184
100.31911
187.85274
257.1752
100.373535
187.96176
257.33298
100.43394
188.08397
257.5119
100.55293
188.32195
257.8591
100.68105
188.573
258.22223
100.73937
188.68565
258.3842
100.75397
188.71371
258.4244
100.756775
188.71907
258.43207
100.75691
188.71931
258.43243
100.75495
188.71558
258.42715
100.75287
188.71143
258.42123
100.75051
188.70694
258.4149
100.74584
188.69785
258.40195
100.738525
188.68404
258.38248
100.72254
188.65358
258.3393
100.69446
188.59946
258.26245
100.66792
188.54884
258.19052
99.53947
186.27861
254.8914
99.81505
186.83565
255.70386
100.11695
187.44717
256.58978
100.29634
187.80737
257.10977
100.36261
187.93971
257.3009
100.41077
188.03714
257.4433
100.5163
188.24918
257.75327
100.643616
188.50015
258.11722
100.72514
188.65828
258.34488
100.75171
188.70938
258.41818
100.756454
188.7185
258.43127
100.75665
188.71884
258.43176
100.75568
188.71695
258.4291
100.75426
188.71417
258.42517
100.75156
188.70898
258.4178
100.74795
188.702
258.4079
100.74303
188.69252
258.39444
100.74351
188.69312
258.39517
100.73441
188.67574
258.37042
100.70762
188.62624
258.30002
100.54223
188.30873
257.83508
100.7035
188.61932
258.28726
100.74446
188.6968
258.39948
100.75418
188.71489
258.4257
100.758545
188.72289
258.4374
100.7583
188.72243
258.43668
100.75932
188.72429
258.4394
100.75984
188.72522
258.4408
100.759995
188.72548
258.44116
100.759995
188.72542
258.44107
100.75983
188.72513
258.44064
100.75972
188.72487
258.44028
100.75933
188.72408
258.43918
100.75894
188.7233
258.43802
100.75815
188.72171
258.4358
100.75673
188.7189
258.4318
100.75491
188.71538
258.42676
100.752045
188.70973
258.4187
100.74701
188.70003
258.40472
100.74346
188.69315
258.39487
100.558975
188.33847
257.87827
100.705444
188.62274
258.2926
100.73833
188.68607
258.38376
100.74965
188.70683
258.41382
100.75686
188.71985
258.43286
100.75873
188.72324
258.43777
100.759834
188.72522
258.4407
100.75951
188.72461
258.43982
100.75943
188.72444
258.43958
100.75824
188.7222
258.43634
100.75981
188.7251
258.44058
100.759636
188.72475
258.44006
100.759315
188.72412
258.43918
100.75917
188.72383
258.43878
100.75858
188.72266
258.4371
100.757744
188.72102
258.43475
100.75534
188.71637
258.4281
100.75188
188.70975
258.41855
100.744064
188.6951
258.39728
100.74734
188.70068
258.4057
100.52141
188.26567
257.7733
100.686104
188.58498
258.2383
100.74143
188.69058
258.39084
100.755104
188.71655
258.4282
100.75873
188.7233
258.4379
100.75997
188.7256
258.44125
100.76039
188.72635
258.44235
100.76072
188.7269
258.4432
100.760284
188.72604
258.442
100.76073
188.7269
258.4432
100.7607
188.7268
258.44308
100.76059
188.72662
258.44278
100.76038
188.7262
258.44217
100.759926
188.72531
258.44092
100.75974
188.72493
258.44034
100.75916
188.72382
258.4388
100.757675
188.72096
258.4347
100.756836
188.71928
258.43228
100.755844
188.71729
258.42944
100.75319
188.71211
258.4221
100.49649
188.21495
257.70023
100.66264
188.5388
258.17215
100.73539
188.6788
258.37396
100.75364
188.71373
258.42413
100.75486
188.71625
258.42758
100.75809
188.72215
258.4362
100.76072
188.72693
258.4432
100.76096
188.72739
258.44388
100.760826
188.72711
258.44348
100.76055
188.7266
258.44275
100.76058
188.72661
258.44275
100.760506
188.72647
258.44257
100.76034
188.72612
258.44208
100.75999
188.7254
258.44107
100.75911
188.72366
258.4386
100.75697
188.71957
258.4327
100.755424
188.7165
258.42828
100.7017
188.61794
258.28348
100.723816
188.6578
258.34256
100.64016
188.50317
258.11472
100.49659
188.2118
257.697
100.65834
188.52986
258.15952
100.732574
188.6731
258.3659
100.75316
188.71269
258.42273
100.75855
188.72289
258.43744
100.75991
188.72543
258.44107
100.76033
188.7262
258.44217
100.76057
188.72662
258.4428
100.76062
188.72672
258.44296
100.7605
188.72644
258.44254
100.760376
188.72617
258.4422
100.760315
188.72607
258.44205
100.760216
188.72588
258.44177
100.75962
188.72476
258.44016
100.75868
188.72302
258.43762
100.75897
188.72354
258.43835
100.75772
188.72118
258.4349
100.7564
188.71866
258.4313
100.75376
188.71361
258.42404
100.7513
188.70882
258.4172
100.43471
188.08664
257.51328
100.5846
188.38512
257.95026
100.70899
188.6275
258.30048
100.74844
188.70346
258.40958
100.75824
188.72221
258.43643
100.7605
188.72646
258.4426
100.760925
188.7273
258.4438
100.7612
188.72784
258.44455
100.761055
188.72754
258.44412
100.760864
188.72719
258.4436
100.76058
188.72665
258.44284
100.760345
188.72623
258.44223
100.76022
188.72598
258.44186
100.75977
188.72511
258.4406
100.758575
188.72282
258.43732
100.75853
188.72273
258.43716
100.7564
188.71878
258.43143
100.757385
188.72049
258.434
100.75582
188.71745
258.42963
100.74892
188.70486
258.41113
100.41402
188.0444
257.45184
100.55706
188.3307
257.87146
100.67872
188.56882
258.21606
100.739845
188.68686
258.38577
100.756294
188.71844
258.4311
100.759926
188.7254
258.44107
100.760925
188.72733
258.4438
100.76098
188.7274
258.44394
100.76083
188.72714
258.44354
100.760445
188.72638
258.44244
100.76046
188.7264
258.44247
100.76007
188.72568
258.44144
100.75968
188.72496
258.4404
100.75881
188.72345
258.43814
100.75938
188.72443
258.43958
100.75891
188.72354
258.43832
100.75814
188.72214
258.43625
100.7587
188.72311
258.4377
100.75645
188.71906
258.43173
100.735596
188.68376
258.37842
100.371735
187.95622
257.31372
100.616745
188.4484
258.0414
100.734795
188.67726
258.3719
100.75725
188.72047
258.43387
100.89979
187.67271
256.41525
99.05626
185.15405
253.16498
100.760895
188.72758
258.444
100.76133
188.72833
258.44513
100.761444
188.72858
258.44547
100.76153
188.72885
258.44583
100.76137
188.72878
258.4456
100.759384
188.72534
258.44046
100.75679
188.72136
258.43433
100.71902
188.6513
258.33185
100.6727
188.56593
258.20517
100.72677
188.68188
258.36945
100.70865
188.66475
258.337
100.66256
188.59697
258.23233
100.612656
188.51843
258.10965
100.537994
188.40256
257.93915
100.61952
188.47289
258.064
100.60844
188.46965
258.05072
100.56457
188.44415
258.00964
99.43405
186.6806
255.45445
98.823494
185.67421
253.9825
97.522804
183.34187
250.46188
96.98872
181.65694
247.76077
91.410706
171.76279
233.92471
92.159454
172.64708
235.029
84.986404
159.73515
216.97412
84.320015
157.97577
214.41504
84.32854
157.98428
214.42624
91.94976
171.6156
233.45374
91.46431
171.32715
233.2067
92.28776
172.14351
234.20929
89.25384
167.49324
227.98114
84.94133
158.58475
215.28421
85.30208
159.29651
216.24454
89.36426
165.61632
224.79413
96.39689
180.51384
246.16264
91.577225
172.04472
234.27263
90.09586
169.15904
230.1289
85.84274
160.93182
218.60611
82.5134
154.36066
209.28831
82.4322
154.26999
209.11256
